nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;Mot;pronSampa;ipa
6;irrĕmĕʹdĭable;L.;;;a.;27.0;124;irremediable;I r\ i m i: 4 i: @ b @ l;ɪɹimiːɾiːəbəl
5;irrĕʹpărable;L.;;;a.;28.0;124;irreparable;i r\ E p 3:r @ b @ l;iɹɛpɜ:rəbəl
5;irrĕsĭʹſtĭble;L.;;;a.;31.0;124;irresistible;I r\ i z I s t @ b @ l;ɪɹizɪstəbəl
4;irrĕʹsŏlūte;L.;;;a.;32.0;124;irresolute;I r\ E z @ l u t;ɪɹɛzəlut
4;irrĕʹvĕrĕnce;F.;;;n.;35.0;124;irreverence;i r\ E v 3:r @ n s;iɹɛvɜ:rəns
4;irrĕʹvĕrent;;;;a.;36.0;124;irreverent;i r\ E v 3:r @ n t;iɹɛvɜ:rənt
5;irrĕvĕʹrsĭble;F.;;;a.;37.0;124;irreversible;I r\ i v 3:r s @ b @ l;ɪɹivɜ:rsəbəl
5;irrĕvŏʹcable;L.;;;a.;38.0;124;irrevocable;i r\ E v @ k @ b @ l;iɹɛvəkəbəl
3;iʹrrĭtāte;L.;;;v.;40.0;124;irritate;I r\ i t eI t;ɪɹit?t
5;irrĭtāʹtion;;;;n.;41.0;124;irritation;I r\ i t eI S @ n;ɪɹit?ʃən
2;īʹslănd;;;;n.;46.0;124;island;aI l @ n d;?lənd
3;īʹslănd_e_r;;;;n.;47.0;124;islander;aI l @ n d 3:r;?ləndɜ:r
1;īsle;F.;;;n.;48.0;124;isle;aI l;?l
4;isŏʹſcĕlès;G.;;;n.;51.0;124;isosceles;aI s O: s @ l i: z;?sOːsəliːz
2;iʹſsūe;F.;;;n.;52.0;124;issue;I S u;ɪʃu
2;iʹſt_h_mus;G.;;;n.;54.0;124;isthmus;I s m @ s;ɪsməs
4;ĭtăʹlĭan;;;;a.;55.0;124;italian;i t { l j @ n;itæljən
3;ĭtăʹlĭc;;;;a.;56.0;124;italic;aI t { l i k;?tælik
3;ĭʹtăly;;;;n.;57.0;124;italy;I 4 @ l i:;ɪɾəliː
1;itch;;;;n.;58.0;124;itch;I tS;ɪ?
2;īʹtem;L.;;;n.;59.0;124;item;aI 4 @ m;?ɾəm
4;itĭʹnĕrănt;;;;a.;61.0;124;itinerant;aI t I n 3:r @ n t;?tɪnɜ:rənt
5;itĭʹnĕrâry;;;;n.;62.0;124;itinerary;aI t I n 3:r E r\ i:;?tɪnɜ:rɛɹiː
1;jŭdge;;;;n.;67.0;124;judge;dZ V dZ;?ʌ?
2;jŭʹdgment;;;;n.;68.0;124;judgment;dZ V dZ m @ n t;?ʌ?mənt
4;jūdĭʹcĭal;;;;a.;70.0;124;judicial;dZ u d I S @ l;?udɪʃəl
4;jūdĭʹcĭous;;;;a.;71.0;124;judicious;dZ u d I S @ s;?udɪʃəs
1;jŭg;;;;n.;72.0;124;jug;dZ V g;?ʌg
2;jŭʹggle;;;;v.;73.0;124;juggle;dZ V g @ l;?ʌgəl
2;jŭʹggler;;;;a.;2.0;125;juggler;dZ V g @ l 3:r;?ʌgəlɜ:r
1;jū_i_ce;;;;n.;3.0;125;juice;dZ u s;?us
2;jūʹlĭan;;;;n.;6.0;125;julian;dZ u l i: @ n;?uliːən
2;jūlyʹ;;;;n.;7.0;125;july;dZ u l aI;?ul?
2;jŭʹmble;;;;v.;9.0;125;jumble;dZ V m b @ l;?ʌmbəl
1;jŭmp;;;;v.;10.0;125;jump;dZ V m p;?ʌmp
1;jŭmps;;;;n.;11.0;125;jumps;dZ V m p s;?ʌmps
2;jŭʹnctūre;;;;n.;13.0;125;juncture;dZ V N k tS 3:r;?ʌŋk?ɜ:r
1;jūne;;;;n.;14.0;125;june;dZ u n;?un
3;jūʹnĭor;;;;a.;15.0;125;junior;dZ u n j 3:r;?unjɜ:r
3;jūʹnĭp_e_r;;;;n.;16.0;125;juniper;dZ u n @ p 3:r;?unəpɜ:r
1;jŭnk;;;;n.;17.0;125;junk;dZ V N k;?ʌŋk
2;jūʹno;;;;n.;19.0;125;juno;dZ u n @U;?unoʊ
3;īʹvŏry;;;;n.;20.0;125;ivory;aI v 3:r i:;?vɜ:riː
3;jūʹpĭt_e_r;;;;n.;21.0;125;jupiter;dZ u p @ 4 3:r;?upəɾɜ:r
5;jūrĭſdĭʹction;;;;n.;24.0;125;jurisdiction;dZ U r\ @ s d I k S @ n;?ʊɹəsdɪkʃən
4;jūrĭſprūʹdence;L.;;;n.;25.0;125;jurisprudence;dZ U r\ @ s p r\ u d @ n s;?ʊɹəspɹudəns
2;jūʹrŏr;;;;n.;26.0;125;juror;dZ U r\ 3:r;?ʊɹɜ:r
2;jūʹry;;;;n.;27.0;125;jury;dZ U r\ i:;?ʊɹiː
1;jŭſt;L.;;;n.;28.0;125;just;dZ V s t;?ʌst
2;jŭʹſtĭce;L.;;;n.;29.0;125;justice;dZ V s t @ s;?ʌstəs
5;jŭſtĭfīʹable;;;;a.;31.0;125;justifiable;dZ V s t @ f aI @ b @ l;?ʌstəf?əbəl
6;jŭſtĭfĭcāʹtion;;;;n.;32.0;125;justification;dZ V s t @ f @ k eI S @ n;?ʌstəfək?ʃən
3;jŭʹſtĭfy;;;;v.;33.0;125;justify;dZ V s t @ f aI;?ʌstəf?
1;jŭt;L.;;;v.;35.0;125;jut;dZ V t;?ʌt
3;jūʹvĕnīle;;;;a.;36.0;125;juvenile;dZ u v @ n @ l;?uvənəl
2;īʹvy;;;;n.;37.0;125;ivy;aI v i:;?viː
1;kăn;;;;n.;5.0;125;kan;k { n;kæn
1;kay;;;;n.;7.0;125;kay;k eI;k?
1;keel;;;;n.;12.0;125;keel;k i: l;kiːl
2;keeʹlſon;;;;n.;15.0;125;keelson;k E l s @ n;kɛlsən
1;keen;;;;a.;16.0;125;keen;k i: n;kiːn
1;keep;;;;n.;17.0;125;keep;k i: p;kiːp
2;keeʹper;;;;n.;18.0;125;keeper;k i: p 3:r;kiːpɜ:r
1;keg;;;;n.;20.0;125;keg;k E g;kɛg
1;ken;;;;v.;21.0;125;ken;k E n;kɛn
2;kĕʹnnel;;;;n.;22.0;125;kennel;k E n @ l;kɛnəl
2;kĕʹrnel;;;;n.;25.0;125;kernel;k 3:r n @ l;kɜ:rnəl
1;ketch;;;;n.;27.0;125;ketch;k E tS;kɛ?
2;kĕttle;;nbSyll>1 et pas d'accent tonic;;n.;28.0;125;kettle;k E 4 @ l;kɛɾəl
1;key;;;;n.;29.0;125;key;k i:;kiː
1;kĭck;;;;v.;31.0;125;kick;k I k;kɪk
1;kĭd;;;;n.;32.0;125;kid;k I d;kɪd
3;kĭʹdnăpp_e_r;;;;n.;33.0;125;kidnapper;k I d n { p 3:r;kɪdnæpɜ:r
2;kĭʹdney;;;;n.;2.0;126;kidney;k I d n i:;kɪdniː
2;kĭʹdneys;;;;n.;3.0;126;kidneys;k I d n i: z;kɪdniːz
1;kĭll;;;;v.;5.0;126;kill;k I l;kɪl
1;kĭl_n_;;;;n.;7.0;126;kiln;k I l n;kɪln
1;kīnd;;;;n.;8.0;126;kind;k aI n d;k?nd
2;kĭʹndle;;;;v.;9.0;126;kindle;k I n d @ l;kɪndəl
2;kīʹndneſs;;;;n.;10.0;126;kindness;k aI n d n @ s;k?ndnəs
1;kĭng;;;;n.;12.0;126;king;k I N;kɪŋ
2;kĭʹngdom;;;;n.;13.0;126;kingdom;k I N d @ m;kɪŋdəm
2;kĭʹnſmăn;;;;n.;15.0;126;kinsman;k I n z m { n;kɪnzmæn
1;kĭrk;;;;n.;17.0;126;kirk;k 3:r k;kɜ:rk
1;kĭſs;;;;n.;19.0;126;kiss;k I s;kɪs
1;kĭt;;;;n.;20.0;126;kit;k I t;kɪt
2;kĭʹtchen;;;;n.;21.0;126;kitchen;k I tS @ n;kɪ?ən
1;kīte;;;;n.;22.0;126;kite;k aI t;k?t
1;_k_năck;;;;n.;24.0;126;knack;n { k;næk
1;_k_nāve;;;;n.;26.0;126;knave;n eI v;n?v
1;knead;;;;v.;29.0;126;knead;n i: d;niːd
1;knee;;;;n.;30.0;126;knee;n i:;niː
2;kneeʹling;;;;n.;31.0;126;kneeling;n i: l i N;niːliŋ
1;knell;;;;n.;32.0;126;knell;n E l;nɛl
1;_k_nīfe;;;;n.;33.0;126;knife;n aI f;n?f
1;_k_nī_gh_t;;;;n.;34.0;126;knight;n aI t;n?t
1;_k_nĭt;;;;v.;36.0;126;knit;n I t;nɪt
1;_k_nŏb;;;;n.;37.0;126;knob;n A b;nɑb
1;_k_nŏck;;;;v.;38.0;126;knock;n A k;nɑk
1;_k_nŏt;;;;n.;39.0;126;knot;n A t;nɑt
1;_k_nо_w_;;;;v.;40.0;126;know;n @U;noʊ
2;_k_nŏʹ_w_lĕdge;;;;n.;41.0;126;knowledge;n A l @ dZ;nɑlə?
2;_k_nŭʹckles;;;;n.;42.0;126;knuckles;n V k @ l z;nʌkəlz
2;lāʹbel;L.;;;n.;2.0;126;label;l eI b @ l;l?bəl
5;lăʹbŏrătory;F.;;;n.;4.0;126;laboratory;l { b r\ @ t O: r\ i:;læbɹətOːɹiː
4;lăbōʹrĭ_o_us;L.;;;a.;5.0;126;laborious;l @ b O: r\ i: @ s;ləbOːɹiːəs
2;lāʹbo_u_r;L.;;;n.;6.0;126;labour;l eI b aU r\;l?b?ɹ
1;lāce;;;;n.;10.0;126;lace;l eI s;l?s
3;lăʹcĕrāte;L.;;;v.;12.0;126;lacerate;l { s 3:r eI t;læsɜ:r?t
5;lăcĕrāʹtion;;;;n.;13.0;126;laceration;l { s 3:r eI S @ n;læsɜ:r?ʃən
1;lăck;;;;v.;15.0;126;lack;l { k;læk
2;lăʹckey;;;;n.;17.0;126;lackey;l { k i:;lækiː
3;lacōʹnic;G.;;;n.;18.0;126;laconic;l A k A n i k;lɑkɑnik
4;lăctāʹtion;;;;n.;19.0;126;lactation;l { k t eI S @ n;lækt?ʃən
1;lăd;;;;n.;22.0;126;lad;l { d;læd
2;lăʹdd_e_r;L.;;;n.;23.0;126;ladder;l { 4 3:r;læɾɜ:r
1;lāde;;;;v.;24.0;126;lade;l eI d;l?d
2;lāʹding;;;;n.;25.0;126;lading;l eI 4 i N;l?ɾiŋ
2;lāʹdle;;;;n.;26.0;126;ladle;l eI 4 @ l;l?ɾəl
2;lāʹdy;;;;n.;27.0;126;lady;l eI 4 i:;l?ɾiː
1;lăg;;;;v.;28.0;126;lag;l { g;læg
1;lair;;;;n.;4.0;127;lair;l E r\;lɛɹ
3;lāʹĭty;;;;n.;5.0;127;laity;l eI @ 4 i:;l?əɾiː
1;lāke;L.;;;n.;6.0;127;lake;l eI k;l?k
2;lāʹmā;;;;n.;7.0;127;lama;l A m @;lɑmə
1;lăm_b_;;;;n.;8.0;127;lamb;l { m;læm
1;lāme;;;;n.;11.0;127;lame;l eI m;l?m
2;lămĕʹnt;L.;;;v.;14.0;127;lament;l @ m E n t;ləmɛnt
4;lāʹmĕntable;L.;;;a.;15.0;127;lamentable;l @ m E n t @ b @ l;ləmɛntəbəl
3;lăʹmĭnā;L.;;;n.;17.0;127;lamina;l { m @ n @;læmənə
4;lăʹmĭnātĕd;;;;a.;18.0;127;laminated;l { m @ n eI 4 @ d;læmən?ɾəd
1;lămp;F.;;;n.;20.0;127;lamp;l { m p;læmp
2;lămpooʹn;;;;n.;23.0;127;lampoon;l { m p u n;læmpun
2;lăʹmprey;;;;n.;24.0;127;lamprey;l { m p r\ i:;læmpɹiː
1;lănce;L.;;;n.;25.0;127;lance;l { n s;læns
2;lăʹncĕt;F.;;;n.;26.0;127;lancet;l { n s @ t;lænsət
1;lănd;;;;n.;28.0;127;land;l { n d;lænd
2;lăʹndgrāve;;;;n.;29.0;127;landgrave;l { n d g r\ eI v;lændgɹ?v
3;lăʹndlādy;;;;n.;31.0;127;landlady;l { n d l eI 4 i:;lændl?ɾiː
3;lăʹndlŏcked;;;;a.;32.0;127;landlocked;l { n d l A k t;lændlɑkt
2;lăʹndlord;;;;n.;33.0;127;landlord;l { n d l O: r\ d;lændlOːɹd
2;lăʹndreſs;;;;n.;34.0;127;landress;l { n d r\ i s;lændɹis
2;lăʹndry;F.;;;n.;35.0;127;landry;l { n d r\ i:;lændɹiː
2;lăʹndſcāpe;;;;n.;36.0;127;landscape;l { n d s k eI p;lændsk?p
1;lāne;;;;n.;37.0;127;lane;l eI n;l?n
2;lăʹng_u_age;F.;;;n.;39.0;127;language;l { N g w @ dZ;læŋgwə?
2;lăʹnguid;L.;;;a.;40.0;127;languid;l { N g w @ d;læŋgwəd
2;lăʹnguiſh;F.;;;v.;41.0;127;languish;l { N g w i S;læŋgwiʃ
1;lănk;;;;a.;44.0;127;lank;l { N k;læŋk
2;lăʹntĕrn;;;;n.;46.0;127;lantern;l { n t 3:r n;læntɜ:rn
1;lăp;;;;n.;47.0;127;lap;l { p;læp
4;lăʹpĭdăry;;;;n.;48.0;127;lapidary;l { p @ d E r\ i:;læpədɛɹiː
3;lăʹrcĕny;F.;;;n.;55.0;127;larceny;l A r\ s @ n i:;lɑɹsəniː
1;lărch;;;;n.;56.0;127;larch;l A r\ tS;lɑɹ?
1;lărd;;;;n.;57.0;127;lard;l A r\ d;lɑɹd
2;lăʹrd_e_r;F.;;;n.;58.0;127;larder;l A r\ 4 3:r;lɑɹɾɜ:r
1;lārge;L.;;;n.;60.0;127;large;l A r\ dZ;lɑɹ?
2;lăʹrgĕſs;F.;;;n.;61.0;127;largess;l A r\ dZ @ s;lɑɹ?əs
2;lăʹrgo;;;;n.;62.0;127;largo;l A r\ g @U;lɑɹgoʊ
1;lărk;;;;n.;63.0;127;lark;l A r\ k;lɑɹk
2;lāʹrynx;G.;;;n.;65.0;127;larynx;l E r\ i N k s;lɛɹiŋks
4;lăſcĭʹvĭous;L.;;;a.;66.0;127;lascivious;l @ s I v i: @ s;ləsɪviːəs
1;lăſh;;;;v.;68.0;127;lash;l { S;læʃ
1;lăſs;;;;n.;69.0;127;lass;l { s;læs
1;lăſt;;;;n.;71.0;127;last;l { s t;læst
1;lătch;;;;n.;73.0;127;latch;l { tS;læ?
1;lāte;;;;a.;3.0;128;late;l eI t;l?t
2;lăʹtent;L.;;;a.;4.0;128;latent;l eI t @ n t;l?tənt
1;lăth;;;;n.;6.0;128;lath;l { T;læθ
1;lāthe;;;;n.;7.0;128;lathe;l eI D;l?ð
2;lăʹther;;;;n.;8.0;128;lather;l { D 3:r;læðɜ:r
2;lăʹtin;;;;n.;9.0;128;latin;l { t @ n;lætən
3;lăʹtĭtūde;L.;;;n.;11.0;128;latitude;l { 4 @ t u d;læɾətud
2;lăʹtt_e_r;;;;a.;13.0;128;latter;l { 4 3:r;læɾɜ:r
2;lăʹttĭce;;;;n.;14.0;128;lattice;l { 4 @ s;læɾəs
4;lăʹvătŏry;;;;n.;16.0;128;lavatory;l { v @ t O: r\ i:;lævətOːɹiː
1;laud;;;;n.;17.0;128;laud;l O: d;lOːd
2;lauʹdable;L.;;;a.;18.0;128;laudable;l O: 4 @ b @ l;lOːɾəbəl
3;lauʹdănum;;;;n.;19.0;128;laudanum;l O: d @ n @ m;lOːdənəm
1;lāve;F.;;;v.;20.0;128;lave;l eI v;l?v
3;lăʹvĕnd_e_r;F.;;;n.;21.0;128;lavender;l { v @ n d 3:r;lævəndɜ:r
2;lāʹver;F.;;;n.;22.0;128;laver;l eI v 3:r;l?vɜ:r
2;lau_gh_t_e_r;;nbSyll>1 et pas d'accent tonic;;n.;24.0;128;laughter;l { f t 3:r;læftɜ:r
2;lăʹviſh;;;;v.;25.0;128;lavish;l { v i S;læviʃ
1;launch;;;;v.;26.0;128;launch;l O: n tS;lOːn?
2;lauʹrel;;;;n.;29.0;128;laurel;l O: r\ @ l;lOːɹəl
1;law;;;;n.;30.0;128;law;l O:;lOː
2;laʹwful;;;;a.;31.0;128;lawful;l O: f @ l;lOːfəl
2;laʹwleſs;;;;a.;32.0;128;lawless;l O: l @ s;lOːləs
1;lawn;;;;n.;33.0;128;lawn;l O: n;lOːn
2;laʹwyer;;;;n.;34.0;128;lawyer;l O: j 3:r;lOːjɜ:r
1;lăx;L.;;;a.;35.0;128;lax;l { k s;læks
3;lăʹxătives;;;;n.;36.0;128;laxatives;l { k s @ 4 i v z;læksəɾivz
3;lăʹxĭty;L.;;;n.;37.0;128;laxity;l { k s @ 4 i:;læksəɾiː
1;lay;;;;n.;38.0;128;lay;l eI;l?
2;laʹyer;;;;n.;39.0;128;layer;l eI 3:r;l?ɜ:r
2;laʹyman;;;;n.;40.0;128;layman;l eI m @ n;l?mən
2;lāʹzăr;L.;;;n.;41.0;128;lazar;l eI z 3:r;l?zɜ:r
3;lāʹzĭneſs;;;;n.;43.0;128;laziness;l eI z i: n @ s;l?ziːnəs
1;lead;;;;n.;47.0;128;lead;l E d;lɛd
2;leaʹd_e_n;;;;a.;48.0;128;leaden;l E d @ n;lɛdən
2;leaʹd_e_r;;;;n.;49.0;128;leader;l i: 4 3:r;liːɾɜ:r
1;leaf;;;;n.;50.0;128;leaf;l i: f;liːf
1;leaʹg_ue_;;;;n.;51.0;128;league;l i: g;liːg
1;leak;;;;v.;52.0;128;leak;l i: k;liːk
2;leaʹkage;;;;n.;53.0;128;leakage;l i: k @ dZ;liːkə?
2;leaʹky;;;;a.;54.0;128;leaky;l i: k i:;liːkiː
1;lean;;;;a.;55.0;128;lean;l i: n;liːn
1;leap;;;;v.;56.0;128;leap;l i: p;liːp
1;learn;;;;v.;57.0;128;learn;l 3:r n;lɜ:rn
2;leaʹrner;;;;n.;58.0;128;learner;l 3:r n 3:r;lɜ:rnɜ:r
1;leaſe;L.;;;n.;59.0;128;lease;l i: s;liːs
1;leaſh;F.;;;n.;60.0;128;leash;l i: S;liːʃ
2;leaʹſing;;;;n.;61.0;128;leasing;l i: s i N;liːsiŋ
1;leaſt;;;;a.;64.0;128;least;l i: s t;liːst
2;leaʹsure;;;;n.;65.0;128;leasure;l E Z 3:r;lɛʒɜ:r
2;leaʹther;;;;n.;66.0;128;leather;l E D 3:r;lɛðɜ:r
1;leave;;;;n.;67.0;128;leave;l i: v;liːv
2;leaʹv_e_n;;;;n.;68.0;128;leaven;l E v @ n;lɛvən
2;leaʹver;F.;;;n.;69.0;128;leaver;l i: v 3:r;liːvɜ:r
2;lĕʹctūre;L.;;;n.;70.0;128;lecture;l E k tS 3:r;lɛk?ɜ:r
3;lĕʹctŭrer;L.;;;n.;71.0;128;lecturer;l E k tS 3:r 3:r;lɛk?ɜ:rɜ:r
1;lĕʹdge;;;;n.;72.0;128;ledge;l E dZ;lɛ?
2;lĕʹdger;;;;n.;73.0;128;ledger;l E dZ 3:r;lɛ?ɜ:r
1;lee;;;;n.;2.0;129;lee;l i:;liː
1;leech;;;;n.;3.0;129;leech;l i: tS;liː?
1;leek;;;;n.;4.0;129;leek;l i: k;liːk
1;lees;;;;n.;6.0;129;lees;l i: z;liːz
1;leet;;;;n.;7.0;129;leet;l i: t;liːt
1;leetch;;;;n.;8.0;129;leetch;l i: tS;liː?
2;leeʹward;;;;n.;9.0;129;leeward;l i: w 3:r d;liːwɜ:rd
1;lĕft;;;;n.;10.0;129;left;l E f t;lɛft
1;leg;;;;n.;11.0;129;leg;l E g;lɛg
3;lĕʹgăcy;L.;;;n.;12.0;129;legacy;l E g @ s i:;lɛgəsiː
2;lēʹgal;L.;;;a.;13.0;129;legal;l i: g @ l;liːgəl
4;lēgăʹlĭty;F.;;;n.;14.0;129;legality;l i: g { l @ 4 i:;liːgæləɾiː
2;lēʹgate;L.;;;n.;15.0;129;legate;l E g @ t;lɛgət
2;lēʹgĕnd;F.;;;n.;18.0;129;legend;l E dZ @ n d;lɛ?ənd
4;lēʹgĕndăry;;;;a.;19.0;129;legendary;l E dZ @ n d E r\ i:;lɛ?əndɛɹiː
4;legĕrdĕmaiʹn;;;;n.;20.0;129;legerdemain;l E dZ 3:r 4 @ m eI n;lɛ?ɜ:rɾəm?n
3;lĕʹgĭble;;;;a.;21.0;129;legible;l E dZ @ b @ l;lɛ?əbəl
3;lēʹgĭon;;;;n.;22.0;129;legion;l i: dZ @ n;liː?ən
4;lĕgĭſlāʹtive;L.;;;a.;23.0;129;legislative;l E dZ @ s l eI 4 i v;lɛ?əsl?ɾiv
4;lĕgĭſlātor;F.;nbSyll>1 et pas d'accent tonic;;n.;24.0;129;legislator;l E dZ @ s l eI 4 3:r;lɛ?əsl?ɾɜ:r
4;lĕgĭſlāʹtŭre;;;;n.;25.0;129;legislature;l E dZ @ s l eI tS 3:r;lɛ?əsl??ɜ:r
5;legĭʹtĭmăcy;L.;;;n.;26.0;129;legitimacy;l @ dZ I 4 @ m @ s i:;lə?ɪɾəməsiː
4;legĭʹtĭmāte;F.;;;a.;27.0;129;legitimate;l @ dZ I 4 @ m @ t;lə?ɪɾəmət
2;leiʹsūre;;;;n.;29.0;129;leisure;l E Z 3:r;lɛʒɜ:r
2;lĕʹmmā;G.;;;n.;30.0;129;lemma;l E m @;lɛmə
2;lĕʹmon;;;;n.;31.0;129;lemon;l E m @ n;lɛmən
3;lĕmŏnāʹde;;;;n.;32.0;129;lemonade;l E m @ n eI d;lɛmən?d
1;lĕnd;;;;v.;33.0;129;lend;l E n d;lɛnd
1;lĕngth;;;;n.;34.0;129;length;l E N k T;lɛŋkθ
2;lĕʹngth_e_n;;;;v.;35.0;129;lengthen;l E N T @ n;lɛŋθən
3;lĕʹnĭent;;;;a.;36.0;129;lenient;l i: n i: @ n t;liːniːənt
1;lĕns;;;;n.;39.0;129;lens;l E n z;lɛnz
1;lĕnt;;;;n.;40.0;129;lent;l E n t;lɛnt
2;lĕʹntĭls;;;;n.;43.0;129;lentils;l E n t @ l z;lɛntəlz
2;léʹo;;;;n.;44.0;129;leo;l i: @U;liːoʊ
2;lĕ_o_ʹpărd;L.;;;n.;45.0;129;leopard;l E p 3:r d;lɛpɜ:rd
2;lĕʹp_e_r;F.;;;n.;46.0;129;leper;l E p 3:r;lɛpɜ:r
3;lĕʹprŏſy;;;;n.;47.0;129;leprosy;l E p r\ @ s i:;lɛpɹəsiː
2;leſſeeʹ;;;;n.;49.0;129;lessee;l E s i:;lɛsiː
2;lĕʹſſ_e_n;;;;v.;50.0;129;lessen;l E s @ n;lɛsən
2;leʹſſon;F.;;;n.;51.0;129;lesson;l E s @ n;lɛsən
3;lethăʹrgic;F.;;;a.;52.0;129;lethargic;l @ T A r\ dZ i k;ləθɑɹ?ik
3;lĕʹthărgy;F.;;;n.;53.0;129;lethargy;l E T 3:r dZ i:;lɛθɜ:r?iː
1;lett;;;;v.;55.0;129;lett;l E t;lɛt
2;lĕʹtt_e_r;;;;n.;56.0;129;letter;l E 4 3:r;lɛɾɜ:r
2;lĕʹttĭce;;;;n.;57.0;129;lettice;l E 4 i s;lɛɾis
2;levăʹnt;;;;n.;58.0;129;levant;l @ v { n t;ləvænt
2;leveeʹ;F.;;;n.;59.0;129;levee;l E v i:;lɛviː
2;lĕʹvel;;;;n.;60.0;129;level;l E v @ l;lɛvəl
2;lĕʹver;;;;n.;61.0;129;lever;l E v 3:r;lɛvɜ:r
4;lĕvĭʹăthan;;;;n.;64.0;129;leviathan;l @ v aI @ T @ n;ləv?əθən
3;lĕʹvĭty;;;;n.;68.0;129;levity;l E v i 4 i:;lɛviɾiː
2;lĕʹvy;F.;;;v.;69.0;129;levy;l E v i:;lɛviː
1;lewd;;;;a.;70.0;129;lewd;l u d;lud
3;lĕʹxĭcon;G.;;;n.;71.0;129;lexicon;l E k s i k A n;lɛksikɑn
3;līʹable;;;;a.;72.0;129;liable;l aI @ b @ l;l?əbəl
2;līʹar;;;;n.;73.0;129;liar;l aI 3:r;l?ɜ:r
2;līʹbel;;;;n.;4.0;130;libel;l aI b @ l;l?bəl
3;lĭʹbĕral;L.;;;a.;5.0;130;liberal;l I b 3:r @ l;lɪbɜ:rəl
5;lĭbĕrăʹlĭty;;;;n.;6.0;130;liberality;l I b 3:r { l @ 4 i:;lɪbɜ:ræləɾiː
3;lĭʹbĕrtĭne;L.;;;n.;7.0;130;libertine;l I b 3:r t i: n;lɪbɜ:rtiːn
3;lĭʹbĕrty;F.;;;n.;9.0;130;liberty;l I b 3:r 4 i:;lɪbɜ:rɾiː
2;līʹbrā;;;;n.;12.0;130;libra;l i: b r\ @;liːbɹə
4;lībrāʹrĭan;;;;n.;13.0;130;librarian;l aI b r\ E r\ i: @ n;l?bɹɛɹiːən
3;līʹbrăry;L.;;;n.;14.0;130;library;l aI b r\ E r\ i:;l?bɹɛɹiː
4;lībrāʹtion;;;;n.;15.0;130;libration;l aI b r\ eI S @ n;l?bɹ?ʃən
2;līcĕnce;L.;nbSyll>1 et pas d'accent tonic;;n.;16.0;130;licence;l aI s @ n s;l?səns
4;lĭcĕʹnti_o_us;F.;;;a.;18.0;130;licentious;l aI s E n tS @ s;l?sɛn?əs
1;lick;;;;v.;20.0;130;lick;l I k;lɪk
1;lĭd;;;;n.;23.0;130;lid;l I d;lɪd
1;līe;;;;n.;24.0;130;lie;l aI;l?
1;liege;;;;n.;25.0;130;liege;l i: dZ;liː?
1;lieu;F.;;;p.;27.0;130;lieu;l u;lu
3;lieutĕʹnănt;;;;n.;29.0;130;lieutenant;l u t E n @ n t;lutɛnənt
1;līfe;;;;n.;30.0;130;life;l aI f;l?f
2;lʹīf_e_leſs;;;;a.;31.0;130;lifeless;l aI f l @ s;l?fləs
1;lĭft;;;;v.;32.0;130;lift;l I f t;lɪft
2;lĭʹfting;;;;n.;33.0;130;lifting;l I f t i N;lɪftiŋ
3;lĭʹgăment;L.;;;n.;34.0;130;ligament;l I g @ m @ n t;lɪgəmənt
1;lī_gh_t;;;;n.;36.0;130;light;l aI t;l?t
2;līʹ_gh_t_e_n;;;;v.;37.0;130;lighten;l aI t @ n;l?tən
3;līʹ_gh_t_e_ning;;;;n.;38.0;130;lightening;l aI t @ n i N;l?təniŋ
2;līʹ_gh_t_e_r;;;;n.;39.0;130;lighter;l aI 4 3:r;l?ɾɜ:r
1;lī_gh_ts;;;;n.;40.0;130;lights;l aI t s;l?ts
1;līke;;;;a.;42.0;130;like;l aI k;l?k
2;līʹk_e_n;;;;v.;43.0;130;liken;l aI k @ n;l?kən
2;līk_e_neſs;;nbSyll>1 et pas d'accent tonic;;n.;44.0;130;likeness;l aI k n @ s;l?knəs
3;līʹk_e_lĭhood;;;;n.;45.0;130;likelihood;l aI k l i: h U d;l?kliːhʊd
2;lĭʹlly;L.;;;n.;47.0;130;lilly;l I l i:;lɪliː
1;lĭm_b_;;;;n.;48.0;130;limb;l I m;lɪm
2;lĭʹmb_e_r;;;;a.;49.0;130;limber;l I m b 3:r;lɪmbɜ:r
2;lĭʹmbo;;;;n.;50.0;130;limbo;l I m b @U;lɪmboʊ
1;līme;;;;n.;51.0;130;lime;l aI m;l?m
2;lĭʹmit;;;;n.;52.0;130;limit;l I m @ t;lɪmət
5;lĭmĭtāʹtion;;;;n.;53.0;130;limitation;l I m i t eI S @ n;lɪmit?ʃən
1;lĭmp;;;;a.;56.0;130;limp;l I m p;lɪmp
2;lĭʹmpĭd;L.;;;a.;57.0;130;limpid;l I m p i d;lɪmpid
1;lĭnch;;;;n.;60.0;130;linch;l I n tS;lɪn?
1;līne;L.;;;n.;61.0;130;line;l aI n;l?n
2;lĭʹn_e_age;F.;;;n.;62.0;130;lineage;l I n i: @ dZ;lɪniːə?
3;lĭʹnėȧl;;;;a.;63.0;130;lineal;l I n i: @ l;lɪniːəl
3;lĭnėȧr;L.;nbSyll>1 et pas d'accent tonic;;a.;65.0;130;linear;l I n i: 3:r;lɪniːɜ:r
2;lĭnĕn;L.;nbSyll>1 et pas d'accent tonic;;n.;66.0;130;linen;l I n @ n;lɪnən
